time,V1,V2,V3,V4,V5,V6,V7,V8,SOC1,SOC2,SOC3,SOC4,SOC5,SOC6,SOC7,SOC8,I1,I2,I3,I4,I5,I6,I7,I8,T1,T2,T3,T4,T5,T6,T7,T8
894,27.5723228006825,27.5573095792255,27.5720963271611,27.4528407620219,27.5720963271611,27.4528407620219,27.5479856411626,27.4530755541156,0.737414817471878,0.687388490647997,0.737388320860389,0.787388519927028,0.737388320860416,0.787388519926994,0.837388313484056,0.787414917016086,0.999696704449162,0.999393739189317,0.999393413880766,0.999396037503247,0.99939341388079,0.999396037503244,0.999393944315889,0.999698016168907,29.0282924183621,26.036614840547,29.0270727305849,26.8946363866723,29.027072730585,26.8946363866607,26.9402768184533,26.8957811717577
895,27.5722883450721,27.5575241748032,27.5720618951084,27.4528553865418,27.5720618951084,27.4528553865417,27.5479793495034,27.453090180504,0.737512596883521,0.687486240426638,0.73748607060748,0.78748626993068,0.737486070607507,0.787486269930647,0.837486063282999,0.787512696556001,0.999696704828174,0.999393734468215,0.999393414638272,0.999396037181508,0.999393414638296,0.999396037181504,0.999393944454306,0.999698016008017,29.030540686891,26.0389057504982,29.0293196683777,26.8967636064897,29.0293196683778,26.896763606478,26.9424320803953,26.8979096772944
896,27.5722538894598,27.5577387703799,27.5720274630536,27.4528700110616,27.5720274630536,27.4528700110616,27.5479730578442,27.4531048068924,0.737610376295201,0.687583990204818,0.737583820354645,0.787584019934302,0.737583820354673,0.787584019934268,0.837583813081954,0.7876104760959,0.999696705207186,0.999393729747112,0.999393415395777,0.999396036859768,0.999393415395801,0.999396036859765,0.999393944592722,0.999698015847127,29.0327888332504,26.0411966699093,29.0315664841139,26.8988908263057,29.031566484114,26.898890826294,26.9445873016406,26.9000381828305
897,27.5722194338455,27.5579533659555,27.5719930309968,27.4528846355814,27.5719930309969,27.4528846355814,27.5479667661849,27.4531194332808,0.737708155706919,0.687681739982536,0.737681570101885,0.787681769937891,0.737681570101912,0.787681769937857,0.837681562880923,0.787708255635783,0.999696705586197,0.999393725026009,0.999393416153282,0.999396036538029,0.999393416153306,0.999396036538025,0.999393944731139,0.999698015686236,29.0350368574406,26.0434875987803,29.0338131777935,26.9010180461202,29.0338131777936,26.9010180461086,26.9467424821893,26.9021666883659
898,27.5721849782294,27.55816796153,27.5719585989382,27.4528992601012,27.5719585989382,27.4528992601012,27.5479604745256,27.4531340596692,0.737805935118673,0.687779489759792,0.737779319849198,0.787779519941449,0.737779319849225,0.787779519941415,0.837779312679906,0.787806035175651,0.999696705965209,0.999393720304907,0.999393416910788,0.99939603621629,0.999393416910812,0.999396036216286,0.999393944869556,0.999698015525346,29.0372847594614,26.0457785371112,29.0360597494167,26.9031452659334,29.0360597494167,26.9031452659218,26.9488976220412,26.9042951939006
899,27.5721505226116,27.5583825571036,27.5719241668777,27.4529138846211,27.5719241668778,27.4529138846211,27.5479541828664,27.4531486860576,0.737903714530464,0.687877239536586,0.737877069596586,0.787877269944976,0.737877069596612,0.787877269944942,0.837877062478903,0.787903814715502,0.999696706344221,0.999393715583804,0.999393417668293,0.99939603589455,0.999393417668316,0.999396035894547,0.999393945007972,0.999698015364456,29.039532539313,26.0480694849019,29.0383061989832,26.9052724857452,29.0383061989833,26.9052724857337,26.9510527211964,26.9064236994346
900,27.572116066992,27.5585971526761,27.5718897348156,27.4529285091409,27.5718897348156,27.4529285091409,27.5479478912071,27.453163312446,0.738001493942293,0.687974989312918,0.737974819344047,0.787975019948471,0.737974819344074,0.787975019948437,0.837974812277912,0.788001594255339,0.999696706723233,0.999393710862701,0.999393418425798,0.999396035572811,0.999393418425822,0.999396035572807,0.999393945146389,0.999698015203565,29.0417801969951,26.0503604421526,29.0405525264932,26.9073997055557,29.0405525264933,26.9073997055442,26.953207779655,26.908552204968
901,27.5720816113707,27.5588117482475,27.5718553027515,27.4529431336608,27.5718553027516,27.4529431336607,27.5479415995478,27.4531779388345,0.738099273354158,0.688072739088789,0.738072569091583,0.788072769951934,0.73807256909161,0.788072769951901,0.838072562076936,0.788099373795159,0.999696707102245,0.999393706141599,0.999393419183303,0.999396035251071,0.999393419183327,0.999396035251068,0.999393945284804,0.999698015042675,29.0440277325078,26.052651408863,29.0427987319466,26.9095269253648,29.0427987319467,26.9095269253532,26.9553627974169,26.9106807105006
902,27.5720471557479,27.5590263438178,27.5718208706859,27.4529577581806,27.571820870686,27.4529577581806,27.5479353078885,27.4531925652229,0.738197052766061,0.688170488864198,0.738170318839192,0.788170519955367,0.738170318839219,0.788170519955333,0.838170311875972,0.788197153334964,0.999696707481257,0.999393701420496,0.999393419940809,0.999396034929332,0.999393419940833,0.999396034929329,0.999393945423222,0.999698014881785,29.0462751458512,26.0549423850334,29.0450448153434,26.9116541451725,29.0450448153434,26.911654145161,26.9575177744821,26.9128092160326
903,27.5720127001235,27.5592409393872,27.5717864386187,27.4529723827004,27.5717864386187,27.4529723827004,27.5479290162292,27.4532071916113,0.738294832178,0.688268238639145,0.738268068586876,0.788268269958767,0.738268068586903,0.788268269958733,0.838268061675023,0.788294932874752,0.999696707860269,0.999393696699394,0.999393420698314,0.999396034607593,0.999393420698339,0.999396034607589,0.999393945561638,0.999698014720895,29.0485224370251,26.0572333706636,29.0472907766836,26.9137813649789,29.0472907766836,26.9137813649673,26.9596727108506,26.9149377215639
